arm,file,line,column,coordinate,reference,candidate,absolute_error,allowed,bound_fraction
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3195,2,3195.0,1042.16,1041.9,0.2599999999999909,0.204216,1.2731617503035555
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3196,2,3196.0,1038.98,1038.72,0.2599999999999909,0.20389800000000002,1.275147377610329
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3197,2,3197.0,1035.87,1035.6,0.2699999999999818,0.20358700000000002,1.3262143457096072
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3198,2,3198.0,1032.82,1032.55,0.2699999999999818,0.20328200000000002,1.328204169577148
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3199,2,3199.0,1029.84,1029.56,0.2799999999999727,0.202984,1.379419067512576
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3200,2,3200.0,1026.92,1026.64,0.2799999999999727,0.202692,1.3814062715843383
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3201,2,3201.0,1024.07,1023.79,0.2799999999999727,0.202407,1.3833513663063663
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3202,2,3202.0,1021.29,1021.0,0.2899999999999636,0.202129,1.4347273275975423
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3203,2,3203.0,1018.57,1018.28,0.2900000000000773,0.201857,1.4366606062711587
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3204,2,3204.0,1015.91,1015.62,0.2899999999999636,0.20159100000000002,1.4385562847545952
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3205,2,3205.0,1013.31,1013.02,0.2899999999999636,0.201331,1.440414044533448
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3206,2,3206.0,1010.78,1010.49,0.2899999999999636,0.201078,1.442226399705406
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3207,2,3207.0,1008.3,1008.01,0.2899999999999636,0.20083,1.4440073694167386
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3208,2,3208.0,1005.88,1005.59,0.2899999999999636,0.20058800000000002,1.4457494964801663
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3209,2,3209.0,1003.52,1003.22,0.2999999999999545,0.200352,1.4973646382364765
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3210,2,3210.0,1001.21,1000.91,0.3000000000000682,0.200121,1.499093048705874
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3211,2,3211.0,998.96,998.657,0.30299999999999727,0.19989600000000002,1.5157882098691182
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3212,2,3212.0,996.759,996.454,0.30500000000006366,0.19967590000000002,1.5274752736813189
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3213,2,3213.0,994.609,994.303,0.30600000000004,0.1994609,1.534135261597837
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3214,2,3214.0,992.509,992.202,0.30700000000001637,0.1992509,1.5407709576218545
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3215,2,3215.0,990.457,990.149,0.3079999999999927,0.1990457,1.5473833396048884
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3216,2,3216.0,988.453,988.144,0.3089999999999691,0.1988453,1.5539718565134257
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3217,2,3217.0,986.494,986.184,0.3100000000000591,0.19864940000000003,1.5605383152431322
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3218,2,3218.0,984.581,984.27,0.31100000000003547,0.19845810000000003,1.567081414162664
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3219,2,3219.0,982.71,982.399,0.31100000000003547,0.19827100000000003,1.5685602029547208
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3220,2,3220.0,980.882,980.57,0.31199999999989814,0.1980882,1.5750559599203695
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3221,2,3221.0,979.094,978.781,0.31300000000010186,0.1979094,1.581531751397871
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3222,2,3222.0,977.346,977.033,0.3129999999999882,0.1977346,1.5829298463697712
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3223,2,3223.0,975.636,975.322,0.31399999999996453,0.1975636,1.5893616030481552
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3224,2,3224.0,973.963,973.649,0.31399999999996453,0.19739630000000002,1.59070864043533
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3225,2,3225.0,972.326,972.011,0.31500000000005457,0.1972326,1.597099059689192
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3226,2,3226.0,970.722,970.408,0.31399999999996453,0.1970722,1.5933246799901992
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3227,2,3227.0,969.152,968.837,0.31500000000005457,0.1969152,1.5996733619347543
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3228,2,3228.0,967.613,967.298,0.31500000000005457,0.19676130000000003,1.6009245720578922
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3229,2,3229.0,966.104,965.79,0.3140000000000782,0.19661040000000002,1.5970670930941506
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3230,2,3230.0,964.625,964.311,0.31399999999996453,0.1964625,1.5982693898324847
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3231,2,3231.0,963.173,962.859,0.31399999999996453,0.19631730000000003,1.5994515001987317
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3232,2,3232.0,961.748,961.434,0.3140000000000782,0.1961748,1.6006133305606949
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3233,2,3233.0,960.348,960.035,0.3129999999999882,0.1960348,1.5966552877345663
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3234,2,3234.0,958.971,958.659,0.3120000000000118,0.1958971,1.592672887960117
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3235,2,3235.0,957.617,957.305,0.3120000000000118,0.1957617,1.5937744717174596
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3236,2,3236.0,956.284,955.973,0.31100000000003547,0.1956284,1.589748727690026
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3237,2,3237.0,954.972,954.661,0.31100000000003547,0.1954972,1.5908156229349344
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3238,2,3238.0,953.677,953.368,0.3089999999999691,0.19536770000000003,1.581632992556953
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3239,2,3239.0,952.4,952.091,0.3089999999999691,0.19524000000000002,1.582667486170708
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3240,2,3240.0,951.139,950.831,0.3079999999999927,0.1951139,1.5785651355438681
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3241,2,3241.0,949.893,949.586,0.30700000000001637,0.19498930000000003,1.574445367002273
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3242,2,3242.0,948.66,948.354,0.30599999999992633,0.194866,1.570309853950542
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3243,2,3243.0,947.439,947.134,0.30499999999995,0.19474390000000003,1.5661594535179275
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3244,2,3244.0,946.229,945.926,0.30299999999999727,0.19462290000000002,1.5568568755269665
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3245,2,3245.0,945.028,944.726,0.3020000000000209,0.19450280000000003,1.5526768766311891
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3246,2,3246.0,943.836,943.535,0.30100000000004457,0.19438360000000002,1.5484845429349212
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3247,2,3247.0,942.65,942.351,0.29899999999997817,0.19426500000000002,1.5391346871540326
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3248,2,3248.0,941.47,941.172,0.2980000000000018,0.19414700000000001,1.5349194167306308
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3249,2,3249.0,940.294,939.998,0.2959999999999354,0.19402940000000002,1.5255420054895568
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3250,2,3250.0,939.122,938.826,0.2959999999999354,0.1939122,1.5264640388791186
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3251,2,3251.0,937.95,937.657,0.29300000000000637,0.193795,1.5119069119430655
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3252,2,3252.0,936.78,936.488,0.2919999999999163,0.19367800000000002,1.5076570390024489
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3253,2,3253.0,935.611,935.321,0.2899999999999636,0.1935611,1.4982349242692028
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3254,2,3254.0,934.442,934.153,0.28899999999998727,0.1934442,1.4939708711865605
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3255,2,3255.0,933.272,932.985,0.28700000000003456,0.19332720000000003,1.4845298540507208
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3256,2,3256.0,932.101,931.816,0.28499999999996817,0.1932101,1.4750781662033619
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3257,2,3257.0,930.928,930.645,0.28300000000001546,0.1930928,1.465616532568876
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3258,2,3258.0,929.753,929.472,0.28100000000006276,0.19297530000000002,1.4561449055918696
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3259,2,3259.0,928.576,928.297,0.27899999999999636,0.19285760000000002,1.4466632375389734
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3260,2,3260.0,927.395,927.118,0.27699999999992997,0.1927395,1.4371729718087365
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3261,2,3261.0,926.21,925.936,0.2740000000000009,0.19262100000000001,1.4224824915248124
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3262,2,3262.0,925.022,924.749,0.27300000000002456,0.1925022,1.4181656105749676
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3263,2,3263.0,923.828,923.558,0.2699999999999818,0.19238280000000002,1.4034518678384023
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3264,2,3264.0,922.629,922.361,0.2680000000000291,0.19226290000000001,1.3939246729349712
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3265,2,3265.0,921.424,921.158,0.2659999999999627,0.1921424,1.3843899108159508
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3266,2,3266.0,920.212,919.949,0.26300000000003365,0.1920212,1.3696404355354181
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3267,2,3267.0,918.994,918.733,0.26100000000008095,0.1918994,1.3600876292478297
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3268,2,3268.0,917.768,917.509,0.25900000000001455,0.19177680000000003,1.3505283225083249
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3269,2,3269.0,916.533,916.278,0.25499999999999545,0.19165330000000003,1.3305275724445935
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3270,2,3270.0,915.29,915.038,0.2519999999999527,0.191529,1.315727644377367
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3271,2,3271.0,914.038,913.788,0.25,0.1914038,1.3061391675609366
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3272,2,3272.0,912.776,912.529,0.24699999999995725,0.1912776,1.2913169132190976
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3273,2,3273.0,911.504,911.26,0.2440000000000282,0.1911504,1.2764817651442435
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3274,2,3274.0,910.222,909.98,0.2419999999999618,0.1910222,1.2668684582208865
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3275,2,3275.0,908.927,908.689,0.2380000000000564,0.19089270000000003,1.2467737110955859
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3276,2,3276.0,907.621,907.386,0.23500000000001364,0.1907621,1.2319008859727045
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3277,2,3277.0,906.302,906.071,0.23099999999999454,0.19063020000000003,1.2117702231860141
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3278,2,3278.0,904.971,904.743,0.2279999999999518,0.19049710000000003,1.1968686137476725
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3279,2,3279.0,903.626,903.401,0.22500000000002274,0.1903626,1.181954858780153
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3280,2,3280.0,902.267,902.045,0.22200000000009368,0.19022670000000003,1.1670286032407315
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3281,2,3281.0,900.893,900.675,0.21800000000007458,0.19008930000000002,1.146829411229746
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3282,2,3282.0,899.504,899.29,0.21400000000005548,0.18995040000000002,1.126609893951555
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3283,2,3283.0,898.1,897.889,0.21100000000001273,0.18981,1.111637953743284
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3284,2,3284.0,896.679,896.472,0.20699999999999363,0.1896679,1.0913813038473754
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3285,2,3285.0,895.241,895.039,0.20199999999999818,0.18952410000000003,1.0658275121739038
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3286,2,3286.0,893.787,893.588,0.19900000000006912,0.1893787,1.050804551937832
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3287,2,3287.0,892.314,892.119,0.19499999999993634,0.1892314,1.0304843699298125
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3288,2,3288.0,890.823,890.632,0.19100000000003092,0.1890823,1.0101421444526055
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3351,2,3351.0,750.888,751.064,0.17599999999993088,0.17508880000000002,1.0052042163743817
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3352,2,3352.0,747.975,748.156,0.18099999999992633,0.1747975,1.035483917103656
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3353,2,3353.0,745.043,745.229,0.18600000000003547,0.1745043,1.0658763136497809
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3354,2,3354.0,742.094,742.284,0.18999999999994088,0.17420940000000001,1.0906414923645962
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3355,2,3355.0,739.127,739.321,0.19400000000007367,0.1739127,1.1155022031172748
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3356,2,3356.0,736.143,736.342,0.19899999999995543,0.1736143,1.1462189462501386
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3357,2,3357.0,733.143,733.346,0.20299999999997453,0.17331430000000003,1.1712824619778892
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3358,2,3358.0,730.126,730.333,0.20699999999999363,0.17301260000000002,1.1964446520079672
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3359,2,3359.0,727.094,727.305,0.21099999999989905,0.1727094,1.2217053617226337
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3360,2,3360.0,724.047,724.262,0.21499999999991815,0.17240470000000002,1.247065770248248
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3361,2,3361.0,720.986,721.204,0.2179999999999609,0.1720986,1.266715708320468
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3362,2,3362.0,717.91,718.132,0.22199999999998,0.171791,1.2922679302174154
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3363,2,3363.0,714.82,715.046,0.2259999999999991,0.17148200000000002,1.3179225807956465
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3364,2,3364.0,711.718,711.946,0.22800000000006548,0.17117179999999999,1.3319951066709907
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3365,2,3365.0,708.603,708.834,0.23099999999999454,0.17086030000000002,1.3519817066925115
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3366,2,3366.0,705.475,705.71,0.23500000000001364,0.17054750000000002,1.3779152435539286
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3367,2,3367.0,702.336,702.573,0.23699999999996635,0.1702336,1.3922045941574772
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3368,2,3368.0,699.185,699.425,0.2400000000000091,0.1699185,1.412441847120879
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3369,2,3369.0,696.023,696.267,0.2440000000000282,0.1696023,1.4386597351570596
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3370,2,3370.0,692.852,693.097,0.24500000000000455,0.16928520000000002,1.4472617807109216
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3371,2,3371.0,689.67,689.918,0.2480000000000473,0.168967,1.4677422218542513
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3372,2,3372.0,686.479,686.729,0.25,0.16864790000000002,1.4823783753014415
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3373,2,3373.0,683.279,683.531,0.2519999999999527,0.1683279,1.4970780244983315
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3374,2,3374.0,680.07,680.325,0.25499999999999545,0.16800700000000002,1.5177939014445554
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3375,2,3375.0,676.854,677.11,0.2559999999999718,0.1676854,1.5266683921198374
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3376,2,3376.0,673.63,673.888,0.2580000000000382,0.167363,1.5415593649733703
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3377,2,3377.0,670.399,670.659,0.2599999999999909,0.16703990000000002,1.5565143417829566
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3378,2,3378.0,667.161,667.423,0.2620000000000573,0.1667161,1.571533883050631
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3379,2,3379.0,663.918,664.181,0.26300000000003365,0.1663918,1.5806067366302525
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3380,2,3380.0,660.668,660.933,0.26499999999998636,0.16606680000000001,1.5957433996439163
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3381,2,3381.0,657.414,657.679,0.26499999999998636,0.1657414,1.598876321787956
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3382,2,3382.0,654.155,654.421,0.2660000000000764,0.1654155,1.6080717949652628
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3383,2,3383.0,650.891,651.159,0.2680000000000291,0.1650891,1.623365806706979
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3384,2,3384.0,647.624,647.893,0.26900000000000546,0.16476240000000003,1.632654052138142
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3385,2,3385.0,644.354,644.623,0.26900000000000546,0.1644354,1.6359007853540384
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3386,2,3386.0,641.081,641.351,0.2699999999999818,0.1641081,1.6452569982833376
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3387,2,3387.0,637.806,638.076,0.2699999999999818,0.1637806,1.6485468974956852
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3388,2,3388.0,634.529,634.799,0.2699999999999818,0.1634529,1.6518520014021274
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3389,2,3389.0,631.25,631.521,0.27099999999995816,0.16312500000000002,1.6613026819920804
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3390,2,3390.0,627.971,628.242,0.27099999999995816,0.16279710000000003,1.6646488174541076
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3391,2,3391.0,624.691,624.962,0.27099999999995816,0.1624691,1.6680094861112553
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3392,2,3392.0,621.412,621.682,0.2699999999999818,0.1621412,1.66521525682542
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3393,2,3393.0,618.133,618.402,0.26900000000000546,0.16181330000000002,1.662409703034333
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3394,2,3394.0,614.855,615.124,0.26900000000000546,0.1614855,1.665784234497868
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3395,2,3395.0,611.578,611.847,0.26900000000000546,0.16115780000000002,1.669171458036815
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3396,2,3396.0,608.304,608.572,0.2680000000000291,0.1608304,1.6663516350144567
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3397,2,3397.0,605.032,605.299,0.26699999999993906,0.1605032,1.6635182351500721
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3398,2,3398.0,601.763,602.029,0.2659999999999627,0.16017630000000002,1.66067014907925
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3399,2,3399.0,598.497,598.762,0.26499999999998636,0.1598497,1.6578073027349212
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3400,2,3400.0,595.235,595.499,0.26400000000001,0.1595235,1.654928584189853
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3401,2,3401.0,591.978,592.24,0.2620000000000573,0.1591978,1.6457513860119757
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3402,2,3402.0,588.725,588.985,0.2599999999999909,0.15887250000000003,1.6365324395347896
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3403,2,3403.0,585.478,585.737,0.25900000000001455,0.15854780000000002,1.6335767509862296
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3404,2,3404.0,582.237,582.494,0.25700000000006185,0.1582237,1.6242825821925657
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3405,2,3405.0,579.002,579.257,0.25499999999999545,0.1579002,1.614944122933318
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3406,2,3406.0,575.774,576.027,0.25300000000004275,0.1575774,1.605560188199848
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3407,2,3407.0,572.554,572.804,0.25,0.1572554,1.5897705261631716
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3408,2,3408.0,569.341,569.589,0.2480000000000473,0.15693410000000002,1.580281149858745
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3409,2,3409.0,566.137,566.383,0.2460000000000946,0.1566137,1.5707438110465086
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3410,2,3410.0,562.942,563.186,0.2440000000000282,0.1562942,1.5611583795177826
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3411,2,3411.0,559.757,559.998,0.24100000000009913,0.1559757,1.5451124758542463
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3412,2,3412.0,556.581,556.82,0.23900000000003274,0.15565810000000002,1.535416403001403
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3413,2,3413.0,553.416,553.652,0.23599999999999,0.15534160000000002,1.5192324528651047
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3414,2,3414.0,550.262,550.495,0.23300000000006094,0.1550262,1.5029717557423257
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3415,2,3415.0,547.12,547.35,0.2300000000000182,0.15471200000000002,1.4866332281918544
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3416,2,3416.0,543.989,544.217,0.2279999999999518,0.1543989,1.4766944583151291
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3417,2,3417.0,540.872,541.096,0.22400000000004638,0.1540872,1.4537223078883021
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3418,2,3418.0,537.767,537.989,0.22199999999998,0.15377670000000002,1.4436517365763473
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3419,2,3419.0,534.676,534.895,0.21899999999993724,0.1534676,1.4270113040142494
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3420,2,3420.0,531.599,531.815,0.21600000000000819,0.15315990000000002,1.4102908137182655
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3421,2,3421.0,528.537,528.749,0.21199999999998909,0.1528537,1.3869471265660502
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3422,2,3422.0,525.49,525.699,0.20899999999994634,0.15254900000000002,1.3700515899805723
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3423,2,3423.0,522.459,522.665,0.20600000000001728,0.1522459,1.3530742042972408
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3424,2,3424.0,519.444,519.646,0.20199999999999818,0.1519444,1.329433661260291
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3425,2,3425.0,516.445,516.645,0.1999999999999318,0.15164450000000002,1.3188740771998442
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3426,2,3426.0,513.464,513.66,0.1959999999999127,0.15134640000000002,1.295042366385409
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3427,2,3427.0,510.501,510.694,0.19300000000004047,0.15105010000000002,1.2777217625148243
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3428,2,3428.0,507.556,507.745,0.18900000000002137,0.1507556,1.2536847719091124
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3429,2,3429.0,504.629,504.815,0.18599999999997863,0.1504629,1.2361851326804056
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3430,2,3430.0,501.722,501.905,0.18299999999999272,0.1501722,1.2186010459991445
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3431,2,3431.0,498.835,499.014,0.17900000000003047,0.1498835,1.1942608759471887
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3432,2,3432.0,495.968,496.144,0.17599999999998772,0.1495968,1.1764957539197878
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3433,2,3433.0,493.122,493.295,0.17300000000000182,0.1493122,1.158646111972108
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3434,2,3434.0,490.297,490.467,0.16999999999995907,0.14902970000000001,1.1407122204497429
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3435,2,3435.0,487.494,487.66,0.16599999999999682,0.1487494,1.1159708879497787
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3436,2,3436.0,484.713,484.876,0.16299999999995407,0.1484713,1.0978552757331153
stock-trace,5_Kmimic_1_lenspotentialCls.dat,3437,2,3437.0,481.955,482.115,0.160000000000025,0.1481955,1.0796549152978667
